# Nomina de emisores de valores de la CMF.
# fuente: https://www.cmfchile.cl/institucional/mercados/descargar_consulta?mercado=V&Estado=TO&entidad=RVEMI
# descargado: 2026-09-22
# filas: 1138
rut,dv,nombre,estado
96677030,9,INVERSIONES LENGA S.A.,No Vigente
96678490,3,INVERSIONES LLAIMA S.A.,No Vigente
96678770,8,NORGENER S A,No Vigente
96678790,2,FORUM SERVICIOS FINANCIEROS S.A.,Vigente
96679680,4,ENTEL TELEFONIA MOVIL S.A.,No Vigente
96683120,0,COMPAÑIA DE SEGUROS GENERALES PENTA S.A.,No Vigente
96683200,2,FERIA DE VESPUCIO S.A.,No Vigente
96684580,5,FERROCARRIL DEL PACIFICO S.A.,Vigente
96686150,9,EMPRESA DE AGUA POTABLE AGUAS LO AGUIRRE S.A.,No Vigente
96686870,8,COAGRA S.A.,Vigente
96689310,9,TRANSBANK S.A.,No Vigente
96689340,0,AGUAS SANTIAGO S.A.,No Vigente
96693420,4,EMPRESAS CONOSUR S.A. EN LIQUIDACION,No Vigente
96696280,1,PACIFIC TRUST S.A.,No Vigente
96698210,1,CAPITAL NETWORK INTERNATIONAL SOCIEDAD ANONIMA,No Vigente
96701470,2,SISTEMA DE TRANSMISION DEL SUR S.A.,No Vigente
96703230,1,AGUAS DECIMA S.A.,Vigente
96704590,K,CAMINO DE LA MADERA SOCIEDAD CONCESIONARIA S.A.,No Vigente
96704910,7,CB INMOBILIARIA S.A.,No Vigente
96706220,0,SACYR AGUA NORTE S.A.,No Vigente
96706870,5,INVERSIONES INDUSTRIALES SAN JOSE S.A.,No Vigente
96708470,0,INVERCAP S.A.,Vigente
96708490,5,FORESTAL TERRANOVA S.A.,No Vigente
96708600,2,IMPSAT CHILE S.A.,No Vigente
96709880,9,CLUB DE GOLF Y DEPORTES EL OLIVETO S.A.,Vigente
96717620,6,SOCIEDAD ELECTRICA SANTIAGO SPA,No Vigente
96718010,6,CEMENTOS BIO BIO CENTRO S.A.,No Vigente
96719210,4,TRANSNET S.A.,No Vigente
96720930,9,CIA HISPANO AMERICANA DE SERVICIOS S.A.,No Vigente
96721470,1,VIÑEDOS DEL MAULE S.A.,Vigente
96722460,K,METROGAS S.A.,Vigente
96722580,0,INFRAESTRUCTURA DOS MIL S.A.,No Vigente
96723320,K,PORTUARIA CABO FROWARD S.A.,Vigente
96725490,8,EQUANT CHILE S.A.,No Vigente
96727610,3,CLUB DE GOLF HUINGANAL SOCIEDAD ANONIMA,Vigente
96728540,4,GTD MANQUEHUE LARGA DISTANCIA S.A.,No Vigente
96728630,3,INMOBILIARIA CLUB DE GOLF Y DEPORTES LAS BRISAS S.A.,Vigente
96728900,0,TRANSFER TELECOMUNICACIONES S.A.,No Vigente
96731500,1,ELECTROANDINA S.A.,No Vigente
96733740,4,CHILQUINTA ENERGIA S.A.,No Vigente
96751030,0,SOCIEDAD CONCESIONARIA AUTOPISTA DEL ITATA S.A.,No Vigente
96751830,1,INVERSIONES CONFUTURO S.A.,Vigente
96756310,2,EFE SUR S.A.,No Vigente
96756320,K,EFE CENTRAL S.A.,No Vigente
96756330,7,INFRAESTRUCTURA Y TRAFICO FERROVIARIO S.A.,No Vigente
96756340,4,INMOBILIARIA NUEVA VIA S.A.,No Vigente
96760400,3,CB LEASING S.A.,No Vigente
96761720,2,CB SECURITIZADORA S.A.,No Vigente
96761990,6,DUNCAN FOX S.A.,Vigente
96762780,1,SOCIEDAD CONCESIONARIA AUTOPISTA DEL SOL S.A.,No Vigente
96763010,1,"EMPRESA ELECTRICA DE MELIPILLA, COLCHAGUA Y MAULE S.A.",No Vigente
96763720,3,TRANSFER COMUNICACIONES S.A.,No Vigente
96765170,2,TRANSA SECURITIZADORA S.A.,Vigente
96766110,4,ENERGIA DE CASABLANCA S.A.,Vigente
96766340,9,EFE VALPARAÍSO S.A.,No Vigente
96766600,9,SCHWAGER S.A.,Vigente
96769070,8,EFE ARICA - LA PAZ S.A.,No Vigente
96770980,8,CONCESION AEROPUERTO EL TEPUAL S.A.,No Vigente
96771340,6,COMERCIAL E INDUSTRIAL VIÑA S.A.,No Vigente
96771870,K,SOCIEDAD CONCESIONARIA CAMINO NOGALES PUCHUNCAVI S.A.,No Vigente
96772560,9,IANSA S.A.,No Vigente
96773290,7,AGUAS SANTIAGO PONIENTE S.A.,No Vigente
96774150,7,PROFACTORING S.A.,No Vigente
96777130,9,SECURITIZADORA LA CONSTRUCCION S.A.,No Vigente
96778310,2,CONCESIONARIA CHUCUMATA S.A.,No Vigente
96780740,0,INVERSIONES INDUSTRIALES SAN GABRIEL S.A.,No Vigente
96781820,8,SOC DE INVERSIONES ENERGIA DEL NORTE S.A.,No Vigente
96781830,5,SOC DE INVERSIONES ENERGIA DEL NORTE DOS S.A.,No Vigente
96782840,8,SOC DE INVERSIONES TOCOPILLA S.A.,No Vigente
96783540,4,SERVIHABIT S.A.,No Vigente
96784130,7,SOCIEDAD CONCESIONARIA AEROVIAS S.A.,No Vigente
96784400,4,CONCRECES LEASING S.A.,No Vigente
96785380,1,DEPOSITO ADUANERO VENTANAS S.A.,No Vigente
96785590,1,SANTANDER S.A. SOCIEDAD SECURITIZADORA,Vigente
96786140,5,TELEFONICA MOVILES DE CHILE S.A.,No Vigente
96786780,2,SOCIEDAD INMOBILIARIA DE LEASING HABITACIONAL CHILE S.A.,No Vigente
96787910,K,RUTA DEL MAULE SOCIEDAD CONCESIONARIA S.A.,No Vigente
96789280,7,CIA PORTUARIA MEJILLONES S.A.,No Vigente
96790390,6,SERVICIOS FINANCIEROS BANDERA S.A.,No Vigente
96790570,4,UNION EL GOLF S.A.,Vigente
96791560,2,PUENTE ALTO S.A.,No Vigente
96792430,K,SODIMAC S.A.,Vigente
96794010,0,DESARROLLO INMOBILIARIO DE SAN BERNARDO SOCIEDAD ANONIMA,No Vigente
96795700,3,PLAZA LA SERENA S.A.,No Vigente
96800570,7,ENEL DISTRIBUCION CHILE S.A.,Vigente
96801960,0,INMOBILIARIA CLUB DE GOLF Y DEPORTES CHICUREO S.A.,Vigente
96802690,9,MASISA S.A.,Vigente
96803710,2,DELTA LEASING HABITACIONAL S.A.,No Vigente
96803860,5,INVERSIONES LITANI S.A.,No Vigente
96806010,4,INMOBILIARIA PROHOGAR S.A.,No Vigente
96806980,2,ENTEL PCS TELECOMUNICACIONES S.A.,No Vigente
96809310,K,AGUAS CORDILLERA S.A.,No Vigente
96809690,7,INMOBILIARIA MAPSA S.A.,No Vigente
96809970,1,UNIDAD LEASING HABITACIONAL S.A.,Vigente
96811060,8,MARBELLA COUNTRY CLUB S.A.,Vigente
96811950,8,IANSA S.A.,No Vigente
96812960,0,PENTA VIDA COMPAÑIA DE SEGUROS DE VIDA S.A.,No Vigente
96813520,1,CHILQUINTA DISTRIBUCION S.A.,Vigente
96814430,8,VIAS CHILE S.A.,Vigente
96816290,K,CURAUMA S.A.,No Vigente
96816310,8,CB CAPITALES S.A.,No Vigente
96816350,7,P&S S.A.,No Vigente
96817230,1,ELECTRICA PUNTILLA S.A.,Vigente
96818910,7,SOCIEDAD CONCESIONARIA AUTOPISTA LOS LIBERTADORES S.A.,No Vigente
96819300,7,SECURITIZADORA BICE S.A.,Vigente
96820630,3,SOCIEDAD CONCESIONARIA AUTOPISTA DEL ACONCAGUA S.A.,No Vigente
96826380,3,SOCIEDAD CONCESIONARIA DEL ELQUI S.A.,No Vigente
96828560,2,SABA PARK CHILE S.A.,No Vigente
96831890,K,AT&T CHILE S.A.,No Vigente
96838600,K,NEW WAVE COMMUNICATIONS S.A.,No Vigente
96841670,7,CHILE CIENTO OCHENTA Y NUEVE S.A.,No Vigente
96842550,1,INMOBILIARIA DEPORTIVA SANTA ROSA DE HUECHURABA S.A.,Vigente
96843170,6,RUTA DEL BOSQUE SOCIEDAD CONCESIONARIA S.A.,No Vigente
96843940,5,CONCESION AEROPUERTO LA FLORIDA S.A.,No Vigente
96846610,0,EMPRESA DE SERVICIOS SANITARIOS LAGO PEÑUELAS S.A.,Vigente
96847360,3,SECURITIZADORA SECURITY S.A.,Vigente
96848050,2,RUTA DE LOS RIOS SOCIEDAD CONCESIONARIA S.A.,No Vigente
96849600,K,GOLF LOS LIRIOS S.A.,Vigente
96849700,6,EMPRESA ELECTRICA DE TALCA S.A.,No Vigente
96850960,8,SCL TERMINAL AEREO SANTIAGO S.A. SOCIEDAD CONCESIONARIA,No Vigente
96852100,4,QUILICURA S.A.,Vigente
96854510,8,SOCIEDAD CONCESIONARIA DE LOS LAGOS S.A.,No Vigente
96858110,4,CONCESION AEROPUERTO EL LOA S.A.,No Vigente
96858900,8,CORP GROUP BANKING S.A.,No Vigente
96861280,8,EUROCAPITAL S.A.,Vigente
96861630,7,CENTRO DE EXPORTACION PUERTA DE AMERICA S.A.,No Vigente
96863570,0,INMOBILIARIA MALL VIÑA DEL MAR S.A.,Vigente
96864280,4,OASIS GOLF CLUB S.A.,No Vigente
96865760,7,CONCESIONARIA ESTACIONAMIENTOS PASEO BULNES S.A.,No Vigente
96866670,3,CEMENTOS BIO BIO SUR S.A.,No Vigente
96866680,0,LUZPARRAL S.A.,No Vigente
96867130,8,ADMINISTRADORA DE TARJETAS SERVICIOS FINANCIEROS LIMITADA,No Vigente
96867990,2,IBEROAMERICAN RADIO CHILE S.A.,No Vigente
96869650,5,RUTA DE LA ARAUCANIA SOCIEDAD CONCESIONARIA S.A.,No Vigente
96872800,8,CLUB DE DEPORTES VALLE ESCONDIDO S.A.,Vigente
96872980,2,INVERNOVA S.A.,Vigente
96873140,8,SOCIEDAD CONCESIONARIA RUTAS DEL PACIFICO S.A.,No Vigente
96874030,K,ABC S.A.,Vigente
96875230,8,RUTA DEL MAIPO SOCIEDAD CONCESIONARIA S.A.,Vigente
96880800,1,EMPRESA ELECTRICA PUYEHUE S.A.,No Vigente
96882350,7,NEW WORLD TELECOM S.A.,No Vigente
96882560,7,BANVIDA S.A.,Vigente
96884450,4,LUZLINARES S.A.,No Vigente
96884930,1,SOCIEDAD DE RENTA URBANA S.A.,No Vigente
96885880,7,SALFACORP S.A.,Vigente
96887540,K,IFX LARGA DISTANCIA CHILE S.A.,No Vigente
96888630,4,SOC CONCESIONARIA AEROSUR S.A.,No Vigente
96889730,6,EMPRESA DE SERVICIOS SANITARIOS SAN ISIDRO S.A.,No Vigente
96889940,6,CONCESIONARIA PLAZA PRAT IQUIQUE S.A.,No Vigente
96892380,3,UCB FACTORING S.A.,No Vigente
96893220,9,EMPRESA DE TRANSMISION ELECTRICA TRANSEMEL S.A.,No Vigente
96893820,7,CORPESCA S.A.,No Vigente
96894200,K,GTD LARGA DISTANCIA S.A.,No Vigente
96895170,K,SIF SOCIEDAD INVERSORA FORESTAL S.A.,No Vigente
96896440,2,LEVEL 3 CHILE S.A.,No Vigente
96896990,0,HORTIFRUT S.A.,Vigente
96908430,9,TELEFONICA DEL SUR SERVICIOS INTERMEDIOS S.A.,No Vigente
96908870,3,TERMINAL PACIFICO SUR VALPARAISO S.A.,No Vigente
96908930,0,SAN VICENTE TERMINAL INTERNACIONAL S.A.,No Vigente
96908970,K,SAN ANTONIO TERMINAL INTERNACIONAL S.A.,No Vigente
96909330,8,PUERTO PANUL S.A.,No Vigente
96911570,0,INVERSIONES NUEVA REGION S.A.,Vigente
96912880,2,CREDICORP CAPITAL S.A. SECURITIZADORA,No Vigente
96912990,6,AEROPUERTO CERRO MORENO SOCIEDAD CONCESIONARIA S.A.,No Vigente
96915330,0,IQUIQUE TERMINAL INTERNACIONAL S.A.,No Vigente
96919660,3,CONVERGIA CHILE S.A.,No Vigente
96920010,4,SOCIEDAD CONCESIONARIA COSTANERA NORTE S.A.,No Vigente
96920580,7,TELECAL S.A.,No Vigente
96921070,3,AUSTRAL SOCIEDAD CONCESIONARIA S.A.,No Vigente
96926400,5,EMBRATEL CHILE S.A.,No Vigente
96927600,3,VTR GLOBALCARRIER S.A.,No Vigente
96927920,7,TELECOMUNICACIONES INTERNACIONALES SOCIEDAD ANONIMA,No Vigente
96928510,K,EMPRESAS LIPIGAS S.A.,Vigente
96929880,5,LQ INVERSIONES FINANCIERAS S.A.,Vigente
96931060,0,TELEFONICA DEL SUR SEGURIDAD S.A.,No Vigente
96931370,7,NEGOCIOS REGIONALES S.A.,No Vigente
96932010,K,BANCHILE SECURITIZADORA S.A. EN LIQUIDACIÓN,No Vigente
96933050,4,QUILAGUAS S.A.,No Vigente
96934840,3,TELEPHONE2 S.A. EN LIQUIDACION,No Vigente
96937580,K,SACYR AGUA SANTIAGO S.A.,No Vigente
96942660,9,STADIO ITALIANO DI CONCEPCION S.A.,Vigente
96943620,5,SOCIEDAD CONCESIONARIA LITORAL CENTRAL S.A.,No Vigente
96945150,6,DESALANT S.A.,No Vigente
96945440,8,SOCIEDAD CONCESIONARIA AUTOPISTA CENTRAL S.A.,Vigente
96947020,9,EMPRESAS HITES S.A.,Vigente
96948730,6,FIBERSAT S.A.,No Vigente
96948880,9,BCI SECURITIZADORA S.A.,Vigente
96949980,0,LATIN AMERICAN NAUTILUS CHILE S.A.,No Vigente
96956660,5,SOCIEDAD AUSTRAL DE ELECTRICIDAD S.A.,No Vigente
96960970,3,AMICORP ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente
96962060,K,117 TELECOMUNICACIONES S.A.,No Vigente
96962300,5,AGUAS DE LA PORTADA S.A.,No Vigente
96963400,7,CONCESIONARIA AGUAS DE LA ARAUCANIA S.A.,No Vigente
96963410,4,CONCESIONARIA AGUAS DEL MAULE S.A.,No Vigente
96963430,9,CONEXION CHILE S.A.,No Vigente
96963440,6,NUEVOSUR S.A,Vigente
96963450,3,VERTIENTES DEL MAULE S.A.,No Vigente
96963460,0,AGUAS DE LA ARAUCANIA S.A.,No Vigente
96963480,5,"AGUAS NUEVO SUR, ARAUCANIA, S.A.",No Vigente
96965190,4,AGUAS DEL VALLE S.A.,No Vigente
96965200,5,AGUAS DEL BOSQUE S.A.,No Vigente
96965220,K,CONECT S.A.,No Vigente
96965340,0,CONCESIONARIA SUBTERRA DOS S.A.,No Vigente
96966130,6,STEL CHILE S.A.,No Vigente
96970380,7,ENJOY S.A.,Vigente
96971150,8,TELEFONICA ASISTENCIA Y SEGURIDAD S.A.,No Vigente
96971160,5,SOCIEDAD CONCESIONARIA EMBALSE ILLAPEL S.A.,No Vigente
96971830,8,EF SECURITIZADORA S.A.,Vigente
96972200,3,GERENS CAPITAL S.A.,No Vigente
96972220,8,SOCIEDAD CONCESIONARIA MELIPILLA S.A.,No Vigente
96972300,K,SOCIEDAD CONCESIONARIA AUTOPISTA VESPUCIO SUR S.A.,No Vigente
96972780,3,SECURITIZADORA SUDAMERICANA S.A.,Vigente
96977270,1,IT MANAGEMENT S.A.,No Vigente
96979330,K,LA UNION S.A.,No Vigente
96982950,9,GLOBALTEL S.A.,No Vigente
96985110,5,INVERSIONES FRIMETAL S.A.,No Vigente
96986780,K,EMPRESA ELECTRICA DE LA FRONTERA S.A.,No Vigente
96988920,K,INMOBILIARIA CLUB DE GOLF LA SERENA S.A.,Vigente
96989050,K,SOCIEDAD CONCESIONARIA AUTOPISTA INTERPORTUARIA S.A.,Vigente
96992030,1,SOCIEDAD CONCESIONARIA VESPUCIO NORTE EXPRESS S.A.,No Vigente
96994390,5,SOCIEDAD CONCESIONARIA BAS S.A.,No Vigente
96996520,8,"REDES, TELAS Y PLASTICOS ARGENTINA S.A.",No Vigente
96999710,K,COEXCA S.A.,No Vigente
98000000,1,ADMINISTRADORA DE FONDOS DE PENSIONES CAPITAL S.A.,Vigente
98000100,8,ADMINISTRADORA DE FONDOS DE PENSIONES HABITAT S.A.,Vigente
98000400,7,ADMINISTRADORA DE FONDOS DE PENSIONES PROVIDA S.A.,No Vigente
98001000,7,ADMINISTRADORA DE FONDOS DE PENSIONES CUPRUM S.A.,No Vigente
98001200,K,ADMINISTRADORA DE FONDOS DE PENSIONES PLANVITAL S.A.,Vigente
99010000,4,INVERSIONES UNESPA S.A.,Vigente
99022000,K,ADMINISTRACIONES E INVERSIONES S.A.,No Vigente
99037000,1,ZURICH CHILE SEGUROS GENERALES S.A.,Vigente
99040000,8,INVERSIONES HISPANIA S.A.,Vigente
99057000,0,CIA DE INVERSIONES LA PROTECTORA S.A.,No Vigente
99231000,6,ASEGURADORA MAGALLANES S.A.,No Vigente
99273000,5,COMPAÑIA DE INVERSIONES Y TRANSPORTES CORPORACION GARANTIZADORA S.A. EN LIQUIDACION,Vigente
99301000,6,SEGUROS VIDA SECURITY PREVISION S.A.,No Vigente
99501280,4,AGUAS PATAGONIA DE AYSEN S.A.,No Vigente
99501480,7,PENTA FINANCIERO S.A.,Vigente
99503280,5,INTASA S.A.,No Vigente
99504480,3,HACIENDA CHICUREO CLUB S.A.,Vigente
99505010,2,SOCIEDAD CONCESIONARIA AEROPUERTO REGIONAL DE ATACAMA S.A.,No Vigente
99505690,9,BLUE TWO CHILE S.A.,No Vigente
99511240,K,ANTOFAGASTA TERMINAL INTERNACIONAL S.A.,No Vigente
99513400,4,CGE DISTRIBUCION S.A.,No Vigente
99513410,1,SMB FACTORING S.A.,No Vigente
99516880,4,SOCIEDAD CONCESIONARIA AUTOPISTA DE LOS ANDES S.A.,No Vigente
99520310,3,NETLINE MULTICARRIER S.A.,No Vigente
99520560,2,SOCIEDAD CONCESIONARIA BAS DOS S.A.,No Vigente
99521950,6,TRANSELEC NORTE S.A.,No Vigente
99522460,7,INTRASERVICE INTERNACIONAL S.A.,No Vigente
99522470,4,GLOBALSERVICE INTERNACIONAL S.A.,No Vigente
99526280,0,HOHNECK CHILE S.A.,No Vigente
99526290,8,SOUTHERN S.A.,No Vigente
99529210,6,LAMBIC CHILE S.A.,No Vigente
99530090,7,"COMUNICACIONES,TELEFONIA Y TRANSPORTE DE DATOS CHILECALL S.A",No Vigente
99530250,0,RIPLEY CHILE S.A.,No Vigente
99530420,1,INMOBILIARIA NIALEM S.A.,Vigente
99531160,7,SERVICIOS SANITARIOS HUERTOS FAMILIARES S.A.,No Vigente
99533410,0,CFC CAPITAL S.A.,No Vigente
99536650,9,TELECOMUNICACIONES LAS PERDICES S.A.,No Vigente
99540870,8,AGUAS DE ANTOFAGASTA S.A.,No Vigente
99541380,9,AGUAS DEL VALLE S.A.,No Vigente
99542570,K,AGUAS CHAÑAR S.A.,No Vigente
99543800,3,RIDERCOM S.A.,No Vigente
99545440,8,BGA CHILE COMUNICACIONES S.A.,No Vigente
99546310,5,COMERCIAL NUEVO MILENIO S.A.,No Vigente
99546810,7,115 TELECOMUNICACIONES S.A.,No Vigente
99548570,2,SOCIEDAD CONCESIONARIA AUTOPISTA NORORIENTE S.A.,No Vigente
99550580,0,TRESMONTES LUCCHETTI S.A.,No Vigente
99551480,K,INMOBILIARIA SAN PATRICIO S.A.,No Vigente
99551980,1,SECURITIZADORA EXPEDITA S.A.,No Vigente
99554510,1,SOCIEDAD CONCESIONARIA INFRAESTRUCTURA PENITENCIARIA GRUPO TRES S.A.,No Vigente
99554700,7,SU-BUS CHILE S.A.,No Vigente
99556130,1,COMUNICACION GLOBAL MULTICARRIER S.A.,No Vigente
99557070,K,FACTOTAL LEASING S.A.,No Vigente
99557380,6,SOCIEDAD CONCESIONARIA CENTRO DE JUSTICIA DE SANTIAGO S.A.,No Vigente
99557420,9,BUSES HUELEN S.A.,No Vigente
99557430,6,BUSES LA CAPITAL S.A.,No Vigente
99557440,3,BUSES METROPOLITANA S.A.,No Vigente
99557450,0,BUSES GRAN SANTIAGO S.A.,No Vigente
99559010,7,SERVICIO DE TRANSPORTE DE PERSONAS SANTIAGO S.A.,No Vigente
99559600,8,SOCIEDAD J.A.M. TELECOMUNICACIONES S.A.,No Vigente
99560050,1,CTR CHILE NETWORKS S.A.,No Vigente
99561010,8,AGUAS DEL ALTIPLANO S.A.,No Vigente
99561030,2,AGUAS ARAUCANIA S.A.,No Vigente
99561040,K,AGUAS MAGALLANES S.A.,No Vigente
99561160,0,SOCIEDAD CONCESIONARIA PLAZA DE LA CIUDADANIA S.A.,No Vigente
99561490,1,SOCIEDAD CONCESIONARIA INTERMODAL QUINTA NORMAL S.A.,No Vigente
99562190,8,IDT CHILE S.A.,No Vigente
99563430,9,SOCIEDAD CONCESIONARIA INTERMODAL LA CISTERNA S.A.,No Vigente
99563730,8,AEROPUERTO CHACALLUTA SOCIEDAD CONCESIONARIA S.A.,No Vigente
99564750,8,SMARTEL S.A.,No Vigente
99566540,9,HIPOTECARIA LA CONSTRUCCION LEASING S.A.,No Vigente
99567210,3,AGUAS NUEVAS S.A.,No Vigente
99567620,6,TERMINAL PUERTO ARICA S.A.,No Vigente
99569020,9,CLUB DEPORTIVO PALESTINO SADP,Vigente
99569200,7,FACTORING MERCANTIL S.A.,No Vigente
99573420,6,SOCIEDAD CONCESIONARIA ARENA BICENTENARIO S.A.,No Vigente
99575850,4,TRANSPORTES METROPOLITANOS DE CHILE S.A.,No Vigente
99577040,7,TRANSPORTES LA MONTAÑA S.A.,No Vigente
99577050,4,REDBUS URBANO S.A.,No Vigente
99577070,9,REDBUS METROPOLITANO S.A.,No Vigente
99577280,9,TRANSPORTE URBANO DE SANTIAGO S.A.,No Vigente
99577330,9,VEOLIA TRANSPORTE CHILE S.A.,No Vigente
99577390,2,EXPRESS DE SANTIAGO UNO S.A.,No Vigente
99577400,3,INVERSIONES ALSACIA S.A.,No Vigente
99577940,4,UNION DEL TRANSPORTE S.A.,No Vigente
99578170,0,TRANS ARAUCARIAS S.A.,No Vigente
99579570,1,PUNTABLANCA RENTA COMERCIAL SPA,Vigente
99579730,5,RIPLEY CORP S.A.,Vigente
99582620,8,SEMBRADOR CAPITAL DE RIESGO S.A.,No Vigente
99586130,5,ALMENDRAL TELECOMUNICACIONES S.A.,No Vigente
99588230,2,COMPAÑIA TRANSMISORA DEL NORTE CHICO S.A.,No Vigente
99588750,9,SOCIEDAD CONCESIONARIA TUNEL SAN CRISTOBAL S.A.,Vigente
99589230,8,BLANCO Y NEGRO S.A.,Vigente
99591370,4,INDIGO S.A.,No Vigente
99591440,9,INVERSIONES INNOVADORAS S.A.,No Vigente
99591830,7,SARLAT S.A.,No Vigente
99592120,0,TELETUBES S.A.,No Vigente
99593190,7,AGUAS SAN PEDRO S.A.,No Vigente
99593200,8,BODENOR FLEX CENTER S.A.,Vigente
99594180,5,PUERTO TERRESTRE LOS ANDES SOCIEDAD CONCESIONARIA S.A.,No Vigente
99595990,9,LATAM TRADE CAPITAL S.A.,No Vigente
99596380,9,CASINO TERMAS DE CHILLAN S.A.,No Vigente
99597320,0,ADMINISTRADOR FINANCIERO DE TRANSANTIAGO S.A.,No Vigente
99597790,7,CASINO DE JUEGOS VALDIVIA S.A.,No Vigente
99597870,9,OPERACIONES EL ESCORIAL SOCIEDAD ANONIMA,No Vigente
99597880,6,CASINO DE JUEGOS TEMUCO S.A.,No Vigente
99598300,1,SIGDO KOPPERS S.A.,Vigente
99598510,1,RANTRUR S.A.,No Vigente
99598660,4,CASINO DE COLCHAGUA SOCIEDAD ANONIMA,No Vigente
99598680,9,GRAN CASINO DE COPIAPO S.A.,No Vigente
99598900,K,CASINO RINCONADA S.A.,No Vigente
99599010,5,CASINO DE JUEGOS COYHAIQUE S.A.,No Vigente
99599080,6,LATIN GAMING CALAMA S.A.,No Vigente
99599120,9,LATIN GAMING OSORNO S.A.,No Vigente
99599340,6,CASINO GRAN LOS ANGELES S.A.,No Vigente
99599350,3,MARINA DEL SOL S.A.,No Vigente
99599450,K,CASINO DE JUEGOS PUNTA ARENAS S.A.,No Vigente
99599760,6,CASINO DE JUEGOS DEL PACIFICO S.A.,No Vigente
